Offer_ID,Offer_Send_Date,Offer_Start_Date,Offer_End_Date,Offer_Title,SubCategory2,Segment,Offer_Type,Duration_Type,Offer_Status,Offer_Open_Date,Offer_Activation_Date,Offer_Redeem_Date,Reward_Value_USD,Offer_Period_Visited,Incremental_Revenue,Opened,Activated,Redeemed,Achievement_Rate,Region,Time_to_Respond,Redeem_DayOfWeek,Loyalty_Tier,Customer_Journey,Offer_Month,Customer_ID
OFF03006,2024-05-12,2024-05-13,2024-06-12,Get $2 Cashback on Car Care,Hot Coffee,Loyalist,BOGO,Monthly,Expired,2024-05-13,,,1.91,1,0.0,0,0,0,0,Central,,,Silver,Elapsed,2024-05,CUST03007
OFF03007,2024-05-01,2024-05-02,2024-06-01,Buy Hot Coffee and Get 50 Points,Soft Drinks,New,BOGO,Monthly,Expired,2024-05-03,2024-05-04,,1.21,1,0.0,0,0,0,0,West,,,Brown,Elapsed,2024-05,CUST03008
OFF03008,2024-06-17,2024-06-18,2024-07-18,Buy 1 Get 1 Sweet Snacks Free,Sweet Snacks,Loyalist,BOGO,Weekly,Activated,2024-06-18,2024-06-19,,3.69,1,0.0,1,1,0,0,Central,,,Brown,Early Life,2024-06,CUST03009
OFF03009,2024-04-07,2024-04-08,2024-04-22,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,Lapsed,BOGO,Weekly,Expired,2024-04-09,2024-04-10,,3.28,0,0.0,1,1,0,0,North,,,Gold,In Life,2024-04,CUST03010
OFF03010,2024-05-14,2024-05-15,2024-05-29,Get $2 Cashback on Car Care,Hot Coffee,New,Cashback,Fortnightly,Expired,2024-05-15,,,1.86,1,3.3586992766988235,1,1,1,1,Central,,,Brown,In Life,2024-05,CUST03011
OFF03011,2024-03-30,2024-03-31,2024-04-14,Free Tyre Check with Car Care Service,Energy Drinks,Lapsed,BOGO,Monthly,Expired,2024-04-01,2024-04-02,,1.82,1,0.0,1,0,0,0,Central,,,Silver,Early Life,2024-03,CUST03012
OFF03012,2024-05-08,2024-05-09,2024-05-23,Buy 2 Get 1 Free on Sodas,Car Care,Loyalist,BOGO,Weekly,Expired,2024-05-10,2024-05-11,,2.16,1,0.0,1,1,0,0,Central,,,Gold,Elapsed,2024-05,CUST03013
OFF03013,2024-02-21,2024-02-22,2024-03-23,Buy 1 Get 1 Sweet Snacks Free,Soft Drinks,Loyalist,Cashback,Weekly,Redeemed,2024-02-22,2024-02-23,2024-02-24,4.19,1,0.0,1,1,0,0,South,2.0,Saturday,Platinum,Early Life,2024-02,CUST03014
OFF03014,2024-04-07,2024-04-08,2024-04-15,Buy Hot Coffee and Get 50 Points,Hot Coffee,Loyalist,Discount,Fortnightly,Redeemed,2024-04-08,2024-04-09,2024-04-11,1.6,1,0.0,0,0,0,0,Central,3.0,Thursday,Silver,In Life,2024-04,CUST03015
OFF03015,2024-01-26,2024-01-27,2024-02-26,Buy 1 Get 1 Sweet Snacks Free,Car Care,Loyalist,BOGO,Weekly,Redeemed,2024-01-27,2024-01-28,2024-01-29,1.49,1,0.0,1,1,0,0,Central,2.0,Monday,Silver,Elapsed,2024-01,CUST03016
OFF03016,2024-04-30,2024-05-01,2024-05-15,20% off Carbonated Drinks,Frozen Foods,Loyalist,Discount,Weekly,Expired,2024-05-01,2024-05-02,,3.03,1,0.0,0,0,0,0,South,,,Silver,In Life,2024-04,CUST03017
OFF03017,2024-01-12,2024-01-13,2024-02-12,Free Tyre Check with Car Care Service,Printer Services,Lapsed,BOGO,Fortnightly,Expired,2024-01-13,2024-01-14,,4.46,0,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-01,CUST03018
OFF03018,2024-03-10,2024-03-11,2024-03-18,Free Tyre Check with Car Care Service,Sweet Snacks,Loyalist,Discount,Weekly,Expired,2024-03-11,,,1.9,0,0.0,1,1,0,0,South,,,Silver,Early Life,2024-03,CUST03019
OFF03019,2024-03-24,2024-03-25,2024-04-08,20% off Carbonated Drinks,Car Care,Lapsed,BOGO,Fortnightly,Expired,2024-03-25,,,1.43,1,0.0,0,0,0,0,West,,,Brown,Elapsed,2024-03,CUST03020
OFF03020,2024-01-19,2024-01-20,2024-01-27,Flat $1 Off Hot Coffee,Hot Coffee,Lapsed,Discount,Fortnightly,Redeemed,2024-01-20,2024-01-21,2024-01-22,2.97,1,0.0,1,0,0,0,North,2.0,Monday,Silver,Early Life,2024-01,CUST03021
OFF03021,2024-05-11,2024-05-12,2024-05-19,Get $2 Cashback on Car Care,Grocery,Loyalist,BOGO,Monthly,Expired,2024-05-13,2024-05-14,,3.93,1,0.0,0,0,0,0,Central,,,Gold,Early Life,2024-05,CUST03022
OFF03022,2024-04-05,2024-04-06,2024-04-13,Flat $1 off Printer Services,Sweet Snacks,New,BOGO,Fortnightly,Redeemed,2024-04-07,2024-04-08,2024-04-09,3.47,1,0.0,0,0,0,0,East,3.0,Tuesday,Brown,Elapsed,2024-04,CUST03023
OFF03023,2024-01-05,2024-01-06,2024-01-20,Free Tyre Check with Car Care Service,Sweet Snacks,New,BOGO,Monthly,Expired,2024-01-06,2024-01-07,,2.67,1,6.34386836765551,1,1,1,1,North,,,Gold,Early Life,2024-01,CUST03024
OFF03024,2024-04-30,2024-05-01,2024-05-31,Free Print Credit on Recharge,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-05-02,2024-05-03,,1.16,1,0.0,1,1,0,0,West,,,Brown,Elapsed,2024-04,CUST03025
OFF03025,2024-05-07,2024-05-08,2024-05-22,20% off Carbonated Drinks,Sweet Snacks,Loyalist,BOGO,Fortnightly,Expired,2024-05-09,,,2.2,0,0.0,1,1,0,0,South,,,Gold,Early Life,2024-05,CUST03026
OFF03026,2024-02-23,2024-02-24,2024-03-09,20% off Carbonated Drinks,Car Care,New,Cashback,Weekly,Redeemed,2024-02-24,2024-02-25,2024-02-27,4.68,1,0.0,1,0,0,0,Central,3.0,Tuesday,Platinum,Early Life,2024-02,CUST03027
OFF03027,2024-06-28,2024-06-29,2024-07-29,Get $2 Cashback on Car Care,Frozen Foods,New,Cashback,Weekly,Activated,2024-06-29,2024-06-30,,1.89,1,4.277358475760676,1,1,1,1,South,,,Platinum,Early Life,2024-06,CUST03028
OFF03028,2024-01-18,2024-01-19,2024-02-18,Get $2 Off Sweet Snacks Combo,Frozen Foods,Lapsed,BOGO,Fortnightly,Expired,2024-01-20,,,3.46,1,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-01,CUST03029
OFF03029,2024-03-04,2024-03-05,2024-04-04,Flat $1 off Printer Services,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-03-05,,,4.63,1,0.0,1,0,0,0,Central,,,Brown,In Life,2024-03,CUST03030
OFF03030,2024-05-17,2024-05-18,2024-06-17,Flat $1 Off Hot Coffee,Hot Coffee,Loyalist,Cashback,Fortnightly,Redeemed,2024-05-19,2024-05-20,2024-05-22,2.95,1,0.0,1,1,0,0,North,4.0,Wednesday,Platinum,Elapsed,2024-05,CUST03031
OFF03031,2024-01-23,2024-01-24,2024-01-31,Get $2 Cashback on Car Care,Sweet Snacks,Lapsed,BOGO,Fortnightly,Expired,2024-01-24,,,2.79,0,0.0,1,0,0,0,North,,,Brown,Early Life,2024-01,CUST03032
OFF03032,2024-04-29,2024-04-30,2024-05-14,Flat $1 Off Hot Coffee,Hot Coffee,New,Cashback,Weekly,Expired,2024-05-01,,,1.56,1,0.0,1,0,0,0,North,,,Platinum,Elapsed,2024-04,CUST03033
OFF03033,2024-04-24,2024-04-25,2024-05-09,Free Tyre Check with Car Care Service,Salty Snacks,Loyalist,BOGO,Fortnightly,Expired,2024-04-25,2024-04-26,,4.92,1,0.0,1,0,0,0,South,,,Gold,Elapsed,2024-04,CUST03034
OFF03034,2024-03-22,2024-03-23,2024-04-06,Get $2 Off Sweet Snacks Combo,Hot Coffee,Loyalist,BOGO,Monthly,Expired,2024-03-24,,,1.71,0,0.0,1,0,0,0,Central,,,Platinum,In Life,2024-03,CUST03035
OFF03035,2024-06-28,2024-06-29,2024-07-29,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Lapsed,BOGO,Monthly,Activated,2024-06-29,2024-06-30,,2.93,1,0.0,1,1,0,0,Central,,,Gold,Early Life,2024-06,CUST03036
OFF03036,2024-04-05,2024-04-06,2024-04-20,Buy 1 Get 1 Sweet Snacks Free,Salty Snacks,New,BOGO,Weekly,Expired,2024-04-07,2024-04-08,,1.69,0,4.174437728038059,1,1,1,1,Central,,,Platinum,Early Life,2024-04,CUST03037
OFF03037,2024-06-23,2024-06-24,2024-07-01,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,Loyalist,BOGO,Fortnightly,Activated,2024-06-25,2024-06-26,,2.39,1,4.487820030561352,1,1,1,1,East,,,Silver,In Life,2024-06,CUST03038
OFF03038,2024-01-26,2024-01-27,2024-02-10,Buy 2 Get 1 Free on Sodas,Hot Coffee,New,BOGO,Weekly,Expired,2024-01-27,2024-01-28,,4.54,1,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-01,CUST03039
OFF03039,2024-04-08,2024-04-09,2024-04-23,Buy 2 Get 1 Free on Sodas,Energy Drinks,Loyalist,Cashback,Weekly,Expired,2024-04-10,,,3.57,1,0.0,0,0,0,0,Central,,,Silver,In Life,2024-04,CUST03040
OFF03040,2024-06-19,2024-06-20,2024-06-27,Free Print Credit on Recharge,Salty Snacks,New,BOGO,Monthly,Expired,2024-06-21,2024-06-22,,1.04,1,0.0,1,0,0,0,Central,,,Silver,Early Life,2024-06,CUST03041
OFF03041,2024-03-06,2024-03-07,2024-03-14,Flat $1 Off Hot Coffee,Energy Drinks,Lapsed,BOGO,Weekly,Expired,2024-03-07,2024-03-08,,4.87,1,10.1663236984974,1,1,1,1,South,,,Silver,In Life,2024-03,CUST03042
OFF03042,2024-04-13,2024-04-14,2024-04-28,Free Tyre Check with Car Care Service,Salty Snacks,Loyalist,BOGO,Weekly,Redeemed,2024-04-15,2024-04-16,2024-04-17,4.14,1,0.0,0,0,0,0,Central,3.0,Wednesday,Platinum,In Life,2024-04,CUST03043
OFF03043,2024-05-20,2024-05-21,2024-06-20,Free Tyre Check with Car Care Service,Energy Drinks,Lapsed,Discount,Weekly,Redeemed,2024-05-22,2024-05-23,2024-05-25,4.99,1,0.0,0,0,0,0,Central,4.0,Saturday,Silver,Elapsed,2024-05,CUST03044
OFF03044,2024-06-27,2024-06-28,2024-07-28,Buy 2 Get 1 Free on Sodas,Sweet Snacks,Loyalist,BOGO,Monthly,Redeemed,2024-06-29,2024-06-30,2024-07-01,4.05,0,0.0,1,0,0,0,Central,3.0,Monday,Gold,In Life,2024-06,CUST03045
OFF03045,2024-01-05,2024-01-06,2024-01-20,Get $2 Cashback on Car Care,Hot Coffee,Lapsed,BOGO,Monthly,Redeemed,2024-01-06,2024-01-07,2024-01-09,4.06,1,8.13791392909623,1,1,1,1,South,3.0,Tuesday,Brown,Early Life,2024-01,CUST03046
OFF03046,2024-06-23,2024-06-24,2024-07-08,Buy 2 Get 1 Free on Sodas,Printer Services,New,Cashback,Fortnightly,Opened,2024-06-25,,,3.8,1,0.0,1,0,0,0,East,,,Platinum,Early Life,2024-06,CUST03047
OFF03047,2024-06-12,2024-06-13,2024-06-27,Free Print Credit on Recharge,Hot Coffee,Lapsed,BOGO,Weekly,Expired,2024-06-13,2024-06-14,,2.69,1,6.226455438616486,1,1,1,1,Central,,,Brown,Early Life,2024-06,CUST03048
OFF03048,2024-06-12,2024-06-13,2024-06-27,Flat $1 Off Hot Coffee,Soft Drinks,Loyalist,BOGO,Fortnightly,Redeemed,2024-06-14,2024-06-15,2024-06-17,2.26,1,0.0,0,0,0,0,South,4.0,Monday,Brown,In Life,2024-06,CUST03049
OFF03049,2024-06-26,2024-06-27,2024-07-27,Free Print Credit on Recharge,Soft Drinks,Loyalist,BOGO,Monthly,Redeemed,2024-06-27,2024-06-28,2024-06-29,3.1,1,0.0,1,1,0,0,Central,2.0,Saturday,Gold,Early Life,2024-06,CUST03050
OFF03050,2024-01-19,2024-01-20,2024-02-03,Get $2 Off Sweet Snacks Combo,Hot Coffee,Lapsed,BOGO,Monthly,Expired,2024-01-21,,,1.71,1,0.0,0,0,0,0,South,,,Gold,In Life,2024-01,CUST03051
OFF03051,2024-01-20,2024-01-21,2024-01-28,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,New,Cashback,Weekly,Expired,2024-01-21,,,3.89,1,0.0,1,1,0,0,South,,,Silver,In Life,2024-01,CUST03052
OFF03052,2024-05-29,2024-05-30,2024-06-29,Get $2 Off Sweet Snacks Combo,Soft Drinks,Lapsed,Cashback,Weekly,Redeemed,2024-05-31,2024-06-01,2024-06-02,4.99,1,0.0,0,0,0,0,North,3.0,Sunday,Silver,In Life,2024-05,CUST03053
OFF03053,2024-01-31,2024-02-01,2024-03-02,Free Print Credit on Recharge,Frozen Foods,Loyalist,Discount,Monthly,Expired,2024-02-02,2024-02-03,,3.4,1,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-01,CUST03054
OFF03054,2024-04-14,2024-04-15,2024-04-22,Free Tyre Check with Car Care Service,Salty Snacks,Loyalist,Cashback,Monthly,Expired,2024-04-15,2024-04-16,,4.43,1,0.0,1,0,0,0,East,,,Brown,In Life,2024-04,CUST03055
OFF03055,2024-02-13,2024-02-14,2024-02-28,Buy Hot Coffee and Get 50 Points,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-02-15,2024-02-16,,1.69,0,0.0,1,0,0,0,Central,,,Gold,Early Life,2024-02,CUST03056
OFF03056,2024-04-10,2024-04-11,2024-04-25,Get $2 Off Sweet Snacks Combo,Car Care,Loyalist,Discount,Fortnightly,Expired,2024-04-12,,,4.3,1,0.0,1,1,0,0,West,,,Gold,Early Life,2024-04,CUST03057
OFF03057,2024-03-29,2024-03-30,2024-04-13,Get $2 Off Sweet Snacks Combo,Energy Drinks,Loyalist,Cashback,Weekly,Redeemed,2024-03-31,2024-04-01,2024-04-03,4.63,0,8.300804619400704,1,1,1,1,East,4.0,Wednesday,Silver,Elapsed,2024-03,CUST03058
OFF03058,2024-02-18,2024-02-19,2024-03-04,Buy 1 Get 1 Sweet Snacks Free,Car Care,New,Cashback,Weekly,Redeemed,2024-02-19,2024-02-20,2024-02-22,4.36,1,0.0,0,0,0,0,South,3.0,Thursday,Silver,In Life,2024-02,CUST03059
OFF03059,2024-02-28,2024-02-29,2024-03-14,Flat $1 Off Hot Coffee,Sweet Snacks,Loyalist,BOGO,Weekly,Redeemed,2024-02-29,2024-03-01,2024-03-03,3.51,1,0.0,1,1,0,0,East,3.0,Sunday,Brown,Early Life,2024-02,CUST03060
OFF03060,2024-05-11,2024-05-12,2024-05-19,Get $2 Off Sweet Snacks Combo,Energy Drinks,New,BOGO,Weekly,Expired,,,,4.71,1,0.0,0,0,0,0,Central,,,Gold,Early Life,2024-05,CUST03061
OFF03061,2024-04-26,2024-04-27,2024-05-11,Buy Hot Coffee and Get 50 Points,Hot Coffee,Lapsed,Cashback,Monthly,Redeemed,2024-04-28,2024-04-29,2024-04-30,4.85,1,9.630340114973745,1,1,1,1,West,3.0,Tuesday,Platinum,In Life,2024-04,CUST03062
OFF03062,2024-06-15,2024-06-16,2024-06-23,Buy 1 Get 1 Sweet Snacks Free,Grocery,Loyalist,BOGO,Weekly,Expired,2024-06-16,,,4.26,1,0.0,1,1,0,0,West,,,Gold,In Life,2024-06,CUST03063
OFF03063,2024-05-14,2024-05-15,2024-05-22,Flat $1 off Printer Services,Salty Snacks,Loyalist,Discount,Weekly,Redeemed,2024-05-16,2024-05-17,2024-05-19,3.19,1,0.0,0,0,0,0,North,4.0,Sunday,Silver,Elapsed,2024-05,CUST03064
OFF03064,2024-06-25,2024-06-26,2024-07-03,Free Print Credit on Recharge,Energy Drinks,Lapsed,BOGO,Weekly,Activated,2024-06-26,2024-06-27,,4.34,1,0.0,1,0,0,0,South,,,Brown,Early Life,2024-06,CUST03065
OFF03065,2024-03-29,2024-03-30,2024-04-13,Flat $1 Off Hot Coffee,Salty Snacks,Lapsed,BOGO,Weekly,Redeemed,2024-03-30,2024-03-31,2024-04-01,2.49,1,0.0,1,1,0,0,South,2.0,Monday,Platinum,Elapsed,2024-03,CUST03066
OFF03066,2024-01-15,2024-01-16,2024-01-30,Free Print Credit on Recharge,Soft Drinks,Lapsed,BOGO,Weekly,Redeemed,2024-01-16,2024-01-17,2024-01-19,2.39,0,0.0,1,1,0,0,East,3.0,Friday,Silver,In Life,2024-01,CUST03067
OFF03067,2024-01-07,2024-01-08,2024-02-07,Flat $1 Off Hot Coffee,Grocery,Lapsed,Cashback,Fortnightly,Redeemed,2024-01-09,2024-01-10,2024-01-12,2.39,1,0.0,1,1,0,0,Central,4.0,Friday,Brown,In Life,2024-01,CUST03068
OFF03068,2024-06-23,2024-06-24,2024-07-24,Free Print Credit on Recharge,Grocery,Loyalist,BOGO,Weekly,Redeemed,2024-06-25,2024-06-26,2024-06-27,1.8,1,0.0,0,0,0,0,Central,3.0,Thursday,Silver,Early Life,2024-06,CUST03069
OFF03069,2024-04-25,2024-04-26,2024-05-03,Flat $1 off Printer Services,Sweet Snacks,Loyalist,BOGO,Weekly,Expired,2024-04-26,,,3.49,0,0.0,1,1,0,0,East,,,Silver,Elapsed,2024-04,CUST03070
OFF03070,2024-04-07,2024-04-08,2024-05-08,Flat $1 Off Hot Coffee,Printer Services,Loyalist,Cashback,Weekly,Expired,2024-04-08,2024-04-09,,3.65,1,0.0,1,1,0,0,East,,,Platinum,Elapsed,2024-04,CUST03071
OFF03071,2024-04-27,2024-04-28,2024-05-05,Get $2 Cashback on Car Care,Energy Drinks,Loyalist,Cashback,Fortnightly,Expired,2024-04-28,2024-04-29,,4.44,0,0.0,0,0,0,0,North,,,Brown,Elapsed,2024-04,CUST03072
OFF03072,2024-06-21,2024-06-22,2024-07-22,Free Print Credit on Recharge,Grocery,New,Discount,Weekly,Opened,2024-06-22,,,3.78,1,0.0,1,1,0,0,Central,,,Gold,Elapsed,2024-06,CUST03073
OFF03073,2024-04-17,2024-04-18,2024-05-02,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,Lapsed,BOGO,Fortnightly,Redeemed,2024-04-19,2024-04-20,2024-04-21,4.12,0,10.276281286904894,1,1,1,1,West,3.0,Sunday,Brown,In Life,2024-04,CUST03074
OFF03074,2024-04-15,2024-04-16,2024-04-30,Get $2 Cashback on Car Care,Energy Drinks,Loyalist,BOGO,Weekly,Expired,2024-04-16,2024-04-17,,3.76,1,0.0,0,0,0,0,Central,,,Brown,In Life,2024-04,CUST03075
OFF03075,2024-05-26,2024-05-27,2024-06-03,Flat $1 Off Hot Coffee,Sweet Snacks,Loyalist,BOGO,Weekly,Expired,2024-05-27,,,3.79,0,0.0,1,1,0,0,East,,,Gold,Early Life,2024-05,CUST03076
OFF03076,2024-02-16,2024-02-17,2024-02-24,Get $2 Cashback on Car Care,Car Care,New,Cashback,Fortnightly,Expired,2024-02-17,,,2.36,1,5.561803801912337,1,1,1,1,Central,,,Gold,In Life,2024-02,CUST03077
OFF03077,2024-02-22,2024-02-23,2024-03-08,Buy 2 Get 1 Free on Sodas,Grocery,Lapsed,BOGO,Fortnightly,Expired,2024-02-23,2024-02-24,,4.86,1,0.0,1,1,0,0,Central,,,Silver,In Life,2024-02,CUST03078
OFF03078,2024-06-03,2024-06-04,2024-06-18,Buy 2 Get 1 Free on Sodas,Energy Drinks,New,Cashback,Weekly,Redeemed,2024-06-05,2024-06-06,2024-06-07,3.56,0,0.0,0,0,0,0,South,3.0,Friday,Gold,Early Life,2024-06,CUST03079
OFF03079,2024-05-12,2024-05-13,2024-05-27,Flat $1 off Printer Services,Car Care,Lapsed,Discount,Weekly,Redeemed,2024-05-14,2024-05-15,2024-05-17,3.35,1,0.0,0,0,0,0,East,4.0,Friday,Platinum,In Life,2024-05,CUST03080
OFF03080,2024-02-29,2024-03-01,2024-03-31,Flat $1 off Printer Services,Sweet Snacks,New,Cashback,Fortnightly,Expired,2024-03-02,,,4.39,0,0.0,1,1,0,0,West,,,Platinum,Early Life,2024-02,CUST03081
OFF03081,2024-03-17,2024-03-18,2024-04-17,Get $2 Off Sweet Snacks Combo,Printer Services,Lapsed,BOGO,Weekly,Expired,2024-03-19,,,2.68,0,0.0,1,0,0,0,Central,,,Silver,In Life,2024-03,CUST03082
OFF03082,2024-03-02,2024-03-03,2024-04-02,Free Tyre Check with Car Care Service,Hot Coffee,Lapsed,Cashback,Weekly,Redeemed,2024-03-03,2024-03-04,2024-03-06,1.39,0,0.0,1,1,0,0,West,3.0,Wednesday,Silver,In Life,2024-03,CUST03083
OFF03083,2024-02-28,2024-02-29,2024-03-30,Buy 2 Get 1 Free on Sodas,Hot Coffee,Lapsed,BOGO,Weekly,Expired,2024-03-01,,,1.96,0,3.7384509049286496,1,1,1,1,North,,,Gold,Elapsed,2024-02,CUST03084
OFF03084,2024-02-25,2024-02-26,2024-03-04,Free Print Credit on Recharge,Grocery,Loyalist,BOGO,Weekly,Redeemed,2024-02-27,2024-02-28,2024-03-01,4.23,1,6.390136438349938,1,1,1,1,Central,4.0,Friday,Gold,Early Life,2024-02,CUST03085
OFF03085,2024-03-18,2024-03-19,2024-03-26,Get $2 Cashback on Car Care,Hot Coffee,Lapsed,Cashback,Fortnightly,Redeemed,2024-03-19,2024-03-20,2024-03-21,3.93,1,0.0,1,1,0,0,East,2.0,Thursday,Silver,Elapsed,2024-03,CUST03086
OFF03086,2024-02-16,2024-02-17,2024-03-18,Free Print Credit on Recharge,Printer Services,Lapsed,BOGO,Fortnightly,Redeemed,2024-02-18,2024-02-19,2024-02-20,1.47,1,3.477010815409424,1,1,1,1,Central,3.0,Tuesday,Brown,Elapsed,2024-02,CUST03087
OFF03087,2024-06-24,2024-06-25,2024-07-02,Flat $1 off Printer Services,Sweet Snacks,Loyalist,Cashback,Weekly,Redeemed,2024-06-26,2024-06-27,2024-06-28,1.28,1,0.0,0,0,0,0,West,3.0,Friday,Gold,Elapsed,2024-06,CUST03088
OFF03088,2024-05-17,2024-05-18,2024-06-17,Buy 2 Get 1 Free on Sodas,Printer Services,New,BOGO,Fortnightly,Expired,2024-05-19,,,3.49,1,0.0,1,0,0,0,Central,,,Silver,Elapsed,2024-05,CUST03089
OFF03089,2024-06-08,2024-06-09,2024-07-09,Buy 2 Get 1 Free on Sodas,Soft Drinks,Lapsed,BOGO,Weekly,Redeemed,2024-06-10,2024-06-11,2024-06-13,4.75,1,0.0,1,1,0,0,South,4.0,Thursday,Brown,Elapsed,2024-06,CUST03090
OFF03090,2024-01-24,2024-01-25,2024-02-08,Free Print Credit on Recharge,Soft Drinks,New,Cashback,Weekly,Expired,2024-01-26,,,1.7,0,0.0,1,0,0,0,Central,,,Gold,Early Life,2024-01,CUST03091
OFF03091,2024-01-29,2024-01-30,2024-02-29,Buy Hot Coffee and Get 50 Points,Salty Snacks,New,BOGO,Monthly,Expired,2024-01-31,2024-02-01,,3.2,0,0.0,1,1,0,0,Central,,,Gold,Elapsed,2024-01,CUST03092
OFF03092,2024-05-14,2024-05-15,2024-05-22,Flat $1 off Printer Services,Car Care,New,BOGO,Weekly,Expired,2024-05-15,2024-05-16,,4.25,1,0.0,1,1,0,0,Central,,,Silver,Early Life,2024-05,CUST03093
OFF03093,2024-04-04,2024-04-05,2024-05-05,Flat $1 off Printer Services,Hot Coffee,New,BOGO,Monthly,Expired,2024-04-05,2024-04-06,,3.11,0,0.0,1,1,0,0,North,,,Gold,Elapsed,2024-04,CUST03094
OFF03094,2024-05-24,2024-05-25,2024-06-08,Get $2 Off Sweet Snacks Combo,Soft Drinks,Lapsed,BOGO,Fortnightly,Expired,2024-05-25,,,2.4,1,0.0,0,0,0,0,Central,,,Brown,In Life,2024-05,CUST03095
OFF03095,2024-04-03,2024-04-04,2024-04-11,Get $2 Off Sweet Snacks Combo,Frozen Foods,Lapsed,BOGO,Fortnightly,Redeemed,2024-04-04,2024-04-05,2024-04-07,4.16,0,0.0,0,0,0,0,Central,3.0,Sunday,Silver,In Life,2024-04,CUST03096
OFF03096,2024-01-25,2024-01-26,2024-02-09,Buy 1 Get 1 Sweet Snacks Free,Salty Snacks,Loyalist,BOGO,Weekly,Redeemed,2024-01-27,2024-01-28,2024-01-30,4.08,1,0.0,1,1,0,0,Central,4.0,Tuesday,Platinum,In Life,2024-01,CUST03097
OFF03097,2024-02-05,2024-02-06,2024-03-07,Flat $1 Off Hot Coffee,Salty Snacks,Loyalist,Cashback,Weekly,Redeemed,2024-02-07,2024-02-08,2024-02-09,4.32,1,9.882313361826121,1,1,1,1,North,3.0,Friday,Brown,In Life,2024-02,CUST03098
OFF03098,2024-03-11,2024-03-12,2024-04-11,Buy Hot Coffee and Get 50 Points,Grocery,Lapsed,BOGO,Monthly,Expired,2024-03-13,2024-03-14,,4.78,1,0.0,1,1,0,0,East,,,Brown,Early Life,2024-03,CUST03099
OFF03099,2024-06-11,2024-06-12,2024-07-12,Flat $1 off Printer Services,Energy Drinks,New,Discount,Weekly,Activated,2024-06-13,2024-06-14,,1.6,0,0.0,1,1,0,0,West,,,Silver,Elapsed,2024-06,CUST03100
OFF03100,2024-04-29,2024-04-30,2024-05-30,Get $2 Off Sweet Snacks Combo,Hot Coffee,New,BOGO,Weekly,Redeemed,2024-05-01,2024-05-02,2024-05-04,2.36,0,4.863093923579174,1,1,1,1,North,4.0,Saturday,Brown,Early Life,2024-04,CUST03101
OFF03101,2024-02-19,2024-02-20,2024-02-27,Buy Hot Coffee and Get 50 Points,Salty Snacks,Loyalist,BOGO,Fortnightly,Redeemed,2024-02-20,2024-02-21,2024-02-22,4.94,1,0.0,1,1,0,0,Central,2.0,Thursday,Brown,Early Life,2024-02,CUST03102
OFF03102,2024-05-07,2024-05-08,2024-06-07,Buy 2 Get 1 Free on Sodas,Car Care,New,BOGO,Fortnightly,Redeemed,2024-05-08,2024-05-09,2024-05-11,3.38,1,5.390285560596896,1,1,1,1,West,3.0,Saturday,Platinum,Early Life,2024-05,CUST03103
OFF03103,2024-02-10,2024-02-11,2024-02-25,Free Print Credit on Recharge,Salty Snacks,Lapsed,BOGO,Weekly,Redeemed,2024-02-11,2024-02-12,2024-02-13,3.68,1,0.0,1,0,0,0,West,2.0,Tuesday,Silver,Elapsed,2024-02,CUST03104
OFF03104,2024-01-25,2024-01-26,2024-02-02,Get $2 Cashback on Car Care,Hot Coffee,Loyalist,Cashback,Monthly,Expired,2024-01-27,2024-01-28,,4.54,0,10.4307026073155,1,1,1,1,Central,,,Brown,In Life,2024-01,CUST03105
OFF03105,2024-06-10,2024-06-11,2024-06-18,Free Print Credit on Recharge,Sweet Snacks,Lapsed,Cashback,Monthly,Expired,2024-06-11,2024-06-12,,3.76,0,6.040023843545516,1,1,1,1,North,,,Platinum,In Life,2024-06,CUST03106
OFF03106,2024-05-15,2024-05-16,2024-05-23,Get $2 Cashback on Car Care,Grocery,Lapsed,Discount,Monthly,Redeemed,2024-05-17,2024-05-18,2024-05-20,3.73,1,6.515013904983117,1,1,1,1,East,4.0,Monday,Silver,Early Life,2024-05,CUST03107
OFF03107,2024-02-25,2024-02-26,2024-03-11,Buy 1 Get 1 Sweet Snacks Free,Grocery,New,BOGO,Weekly,Redeemed,2024-02-26,2024-02-27,2024-02-29,1.42,1,0.0,0,0,0,0,East,3.0,Thursday,Gold,In Life,2024-02,CUST03108
OFF03108,2024-03-24,2024-03-25,2024-04-08,Get $2 Cashback on Car Care,Frozen Foods,Loyalist,BOGO,Weekly,Expired,2024-03-25,,,3.03,0,0.0,0,0,0,0,South,,,Silver,In Life,2024-03,CUST03109
